name,smiles,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_mean,duration_mean,strength_mean,pH_mean,initial_api_percent,initial_degradant_percent,true_api_loss_percent,true_degradant_percent,model_predicted_api_loss_percent,model_predicted_degradant_percent,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,smb_mass_balance,amb_mass_balance,amb_deficiency,rmb_mass_balance,rmb_deficiency
Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,3.5,6.12,2.58,568.886,8.55,-5.9,40.46,2.0,2.0,10.0,2.0,18.22,-0.91,96.46,96.46,3.5400000000000063,42.15686274509801,57.84313725490199
Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,2.0,0.8,2.67,1.08,339.4745,3.47,-3.8,59.22,1.0,3.0,8.0,2.0,16.19,10.42,98.41,98.41,1.5900000000000034,40.449438202247165,59.550561797752835
Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,2.0,5.27,2.21,318.34,2.8,-4.6,56.84,1.0,4.0,10.0,1.0,,8.86,96.94,96.94,3.0600000000000023,41.93548387096777,58.06451612903223
Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.5,1.88,0.78,344.4479,2.62,-3.8,62.13,1.0,4.0,6.0,3.0,11.54,9.27,98.9,98.9,1.0999999999999943,41.489361702127766,58.510638297872234
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,1.95,0.81,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,98.86,98.86,1.1400000000000006,41.538461538461476,58.461538461538524
Oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,10.0,3.5,7.91,3.34,460.434,-4.5,-2.5,201.85,7.0,10.0,2.0,4.0,2.84,7.41,95.43,95.43,4.569999999999993,42.2250316055626,57.7749683944374
Darifenacin,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,2.0,1.0,2.77,1.14,426.55,4.54,-6.2,55.56,1.0,3.0,7.0,5.0,16.21,10.11,98.37,98.37,1.6299999999999955,41.15523465703977,58.84476534296023
Atomoxetine,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,12.0,6.0,11.77,5.01,255.3547,3.81,-4.8,21.26,1.0,2.0,6.0,2.0,,9.8,93.24000000000001,93.24000000000001,6.759999999999991,42.5658453695837,57.4341546304163
Flunisolide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,7.0,2.5,6.99,2.95,434.4977,1.56,-4.1,93.06,2.0,6.0,2.0,5.0,13.73,-2.9,95.96000000000001,95.96000000000001,4.039999999999992,42.20314735336198,57.79685264663802
Chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.0,2.42,0.94,319.872,3.93,-4.3,28.16,1.0,3.0,8.0,2.0,,10.32,98.52,98.52,1.480000000000004,38.84297520661154,61.15702479338846
Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,1.88,0.77,630.838,2.37,-4.5,161.48,5.0,7.0,16.0,4.0,12.32,6.74,98.89,98.89,1.1099999999999994,40.95744680851074,59.04255319148926
Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,1.94,0.8,521.042,4.43,-5.4,106.97,1.0,5.0,8.0,4.0,13.85,-3.3,98.86,98.86,1.1400000000000006,41.23711340206191,58.76288659793809
Oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,7.0,2.5,5.31,2.23,460.434,-4.5,-2.5,201.85,7.0,10.0,2.0,4.0,2.84,7.41,96.92,96.92,3.0799999999999983,41.99623352165723,58.00376647834277
Zanamivir,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,8.0,2.5,9.52,4.03,332.3098,-5.8,-1.7,200.72,7.0,10.0,6.0,1.0,3.06,11.93,94.51,94.51,5.489999999999995,42.331932773109266,57.668067226890734
Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,11.0,5.5,9.15,3.87,806.9757,4.04,-4.8,188.9,4.0,12.0,9.0,8.0,7.18,0.24,94.72,94.72,5.280000000000001,42.295081967213086,57.704918032786914
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.0,6.13,2.57,421.415,1.7,-3.3,118.36,3.0,5.0,4.0,3.0,9.04,-3.1,96.44,96.44,3.5600000000000023,41.92495921696577,58.07504078303423
Pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,6.0,1.5,7.65,3.23,810.46,6.81,-5.7,158.13,2.0,10.0,6.0,4.0,9.96,-2.9,95.58,95.58,4.420000000000002,42.222222222222186,57.777777777777814
Esmolol,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.5,2.91,1.21,295.374,1.82,-3.3,67.79,2.0,4.0,10.0,1.0,14.09,9.67,98.3,98.3,1.7000000000000028,41.58075601374575,58.41924398625425
Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,9.0,4.5,7.36,3.09,213.661,-0.78,-2.5,63.32,2.0,3.0,4.0,1.0,3.89,9.79,95.73,95.73,4.269999999999996,41.983695652173914,58.016304347826086
Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,1.0,0.5,2.13,0.89,416.5106,1.47,-4.0,95.94,2.0,5.0,10.0,3.0,3.75,5.2,98.76,98.76,1.2399999999999949,41.78403755868554,58.21596244131446
Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.5,3.54,1.47,341.426,0.22,-2.8,101.73,2.0,5.0,6.0,2.0,10.24,8.39,97.92999999999999,97.92999999999999,2.0700000000000074,41.525423728813486,58.474576271186514
Cinnarizine,C(\C=C\C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.5,1.86,0.76,368.524,5.88,,6.48,0.0,2.0,6.0,4.0,,8.1,98.9,98.9,1.0999999999999943,40.860215053763454,59.139784946236546
Montelukast,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,10.0,5.0,10.97,4.65,586.183,8.49,-7.8,70.42,2.0,4.0,12.0,5.0,4.4,3.12,93.68,93.68,6.319999999999993,42.388331814038295,57.611668185961705
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,7.0,3.0,11.91,5.07,226.2722,1.89,-2.4,75.27,2.0,3.0,4.0,1.0,7.48,,93.16,93.16,6.840000000000003,42.5692695214106,57.4307304785894
Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,3.0,5.58,2.32,312.4458,3.79,-4.8,34.14,0.0,2.0,1.0,4.0,19.4,-4.8,96.74,96.74,3.260000000000005,41.57706093189965,58.42293906810035
Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,5.0,2.0,5.63,2.28,332.463,-1.8,-5.5,46.53,1.0,2.0,6.0,3.0,15.15,-2.7,96.65,96.65,3.3499999999999943,40.49733570159861,59.50266429840139
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,7.0,2.5,7.1,2.93,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,95.83000000000001,95.83000000000001,4.1699999999999875,41.26760563380285,58.73239436619715
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,2.0,4.99,2.08,204.3098,-0.059,,64.52,4.0,4.0,9.0,0.0,14.82,9.55,97.09,97.09,2.9099999999999966,41.683366733466976,58.316633266533024
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,9.0,3.5,8.74,3.7,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,94.96000000000001,94.96000000000001,5.039999999999992,42.33409610983984,57.66590389016016
Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,2.0,5.42,2.28,268.2691,-2.7,-1.4,98.82,2.0,6.0,3.0,2.0,11.2,3.2,96.86,96.86,3.1400000000000006,42.066420664206625,57.933579335793375
Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,5.15,2.15,416.5106,1.47,-4.0,95.94,2.0,5.0,10.0,3.0,3.75,5.2,97.0,97.0,3.0,41.747572815533935,58.252427184466065
Oxaliplatin,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,2.92,1.12,397.294,-0.47,-1.2,85.82,0.0,0.0,0.0,3.0,,,98.2,98.2,1.7999999999999972,38.35616438356163,61.64383561643837
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,7.0,3.5,7.15,3.0,435.5188,5.27,-4.3,112.07,2.0,6.0,10.0,3.0,4.35,-0.64,95.85,95.85,4.150000000000006,41.958041958041925,58.041958041958075
Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,7.0,3.0,5.49,2.29,563.672,5.62,-5.8,110.21,1.0,5.0,15.0,3.0,3.87,-4.4,96.80000000000001,96.80000000000001,3.1999999999999886,41.71220400728601,58.28779599271399
Ceftazidime,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,10.0,4.0,9.0,3.8,546.576,-4.2,-5.0,191.22,3.0,10.0,9.0,4.0,2.42,4.02,94.8,94.8,5.200000000000003,42.22222222222222,57.77777777777778
Zanamivir,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.5,2.11,0.89,332.3098,-5.8,-1.7,200.72,7.0,10.0,6.0,1.0,3.06,11.93,98.78,98.78,1.2199999999999989,42.180094786729875,57.819905213270125
Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,11.0,5.5,9.28,3.93,568.886,8.55,-5.9,40.46,2.0,2.0,10.0,2.0,18.22,-0.91,94.65,94.65,5.349999999999994,42.349137931034484,57.650862068965516
Bivalirudin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,3.5,6.22,2.62,2180.2853,-14.0,-4.7,901.57,28.0,37.0,66.0,6.0,2.78,11.88,96.4,96.4,3.5999999999999943,42.12218649517686,57.87781350482314
Cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,1.0,3.53,1.46,240.3,-5.9,-1.2,126.64,4.0,6.0,7.0,0.0,1.56,9.34,97.92999999999999,97.92999999999999,2.0700000000000074,41.3597733711048,58.6402266288952
Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,6.0,3.0,6.02,2.46,429.12,5.84,-5.4,39.41,0.0,3.0,6.0,3.0,,6.74,96.44,96.44,3.5600000000000023,40.86378737541531,59.13621262458469
Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,2.5,0.9,3.58,1.38,430.7061,10.51,-7.8,29.46,1.0,2.0,12.0,2.0,10.8,-4.9,97.8,97.8,2.200000000000003,38.54748603351957,61.45251396648043
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,10.0,3.5,12.45,5.3,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,92.85,92.85,7.150000000000006,42.57028112449798,57.42971887550202
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,17.0,7.0,13.62,5.81,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,92.19,92.19,7.810000000000002,42.657856093979426,57.342143906020574
Benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,8.0,4.0,8.01,3.37,307.4293,4.19,-5.4,12.47,0.0,2.0,4.0,4.0,,9.54,95.36,95.36,4.640000000000001,42.0724094881398,57.9275905118602
Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,1.5,0.6,2.1,0.78,430.7061,10.51,-7.8,29.46,1.0,2.0,12.0,2.0,10.8,-4.9,98.68,98.68,1.3199999999999932,37.142857142857245,62.857142857142755
Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,17.0,7.0,13.88,5.92,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,92.04,92.04,7.959999999999994,42.651296829971194,57.348703170028806
Dihydroergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,6.1,2.56,583.6774,2.71,-3.4,118.21,3.0,6.0,4.0,8.0,9.71,8.39,96.46000000000001,96.46000000000001,3.539999999999992,41.96721311475414,58.03278688524586
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,7.0,2.5,6.96,2.93,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,95.97000000000001,95.97000000000001,4.029999999999987,42.097701149425326,57.902298850574674
alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,4.95,2.06,278.4296,6.06,-6.0,37.3,1.0,2.0,13.0,0.0,4.99,,97.11,97.11,2.8900000000000006,41.6161616161616,58.3838383838384
Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,10.0,5.0,15.48,6.62,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,91.14,91.14,8.86,42.76485788113694,57.23514211886306
Oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,20.0,10.0,16.49,7.05,312.4045,1.16,-2.7,90.65,2.0,4.0,8.0,1.0,14.03,9.31,90.56,90.56,9.439999999999998,42.753183747725906,57.246816252274094
Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,1.5,3.67,1.53,329.2281,3.13,-4.6,94.35,0.0,5.0,4.0,2.0,7.44,-7.3,97.86,97.86,2.1400000000000006,41.68937329700271,58.31062670299729
Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,1.0,2.06,0.85,563.672,5.62,-5.8,110.21,1.0,5.0,15.0,3.0,3.87,-4.4,98.78999999999999,98.78999999999999,1.210000000000008,41.26213592233005,58.73786407766995
Allopurinol,OC1=NC=NC2=C1C=NN2,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,3.0,1.0,2.83,1.11,136.1115,0.031,-0.79,74.69,2.0,4.0,0.0,2.0,8.47,1.25,98.28,98.28,1.7199999999999989,39.22261484098943,60.77738515901057
Duloxetine,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,10.0,3.0,11.83,5.01,297.415,4.2,-5.0,21.26,1.0,2.0,6.0,3.0,,9.7,93.18,93.18,6.819999999999993,42.349957734573124,57.650042265426876
Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,8.0,4.0,6.23,2.54,392.518,-0.5,-6.8,46.53,1.0,2.0,5.0,5.0,11.05,-4.5,96.31,96.31,3.6899999999999977,40.77046548956659,59.22953451043341
alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.5,2.0,6.62,2.78,278.4296,6.06,-6.0,37.3,1.0,2.0,13.0,0.0,4.99,,96.16,96.16,3.8400000000000034,41.99395770392746,58.00604229607254
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,12.0,6.0,11.92,5.07,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,93.15,93.15,6.849999999999994,42.533557046979865,57.466442953020135
Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,9.0,4.0,12.37,5.27,267.2413,-2.1,-1.3,139.54,4.0,8.0,2.0,3.0,12.45,3.94,92.89999999999999,92.89999999999999,7.1000000000000085,42.603071948261906,57.396928051738094
Leucine,CC(C)C[C@H](N)C(O)=O,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,6.0,2.0,8.78,3.71,131.1729,-1.6,-0.27,63.32,2.0,3.0,3.0,0.0,2.79,9.52,94.92999999999999,94.92999999999999,5.070000000000007,42.255125284738035,57.744874715261965
Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,1.0,0.5,1.83,0.74,339.4745,3.47,-3.8,59.22,1.0,3.0,8.0,2.0,16.19,10.42,98.91,98.91,1.0900000000000034,40.437158469945395,59.562841530054605
Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,7.0,3.0,8.07,3.4,157.2102,-1.6,-0.94,63.32,2.0,3.0,2.0,1.0,4.56,10.22,95.33000000000001,95.33000000000001,4.6699999999999875,42.13135068153659,57.86864931846341
Zanamivir,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,0.8,3.06,1.28,332.3098,-5.8,-1.7,200.72,7.0,10.0,6.0,1.0,3.06,11.93,98.22,98.22,1.7800000000000011,41.83006535947709,58.16993464052291
